"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12467","test_edit_course","tests.courses","2026-07-07","passed","2026-07-07","TestCourses","test_courses","",""
